ClientId,UserId,Date,No_of_times
nwi,nwi_jdolly1,5/1/2018,336
iag,iag_kprashant,5/1/2018,10
jgv,jgv_kmendoza,5/1/2018,36
3zu,3zu_rbali,5/1/2018,9
g10,g10_kleung,5/1/2018,63
cmt,cmt_jtemkin,5/1/2018,9
ggl,ggl_gbeene,5/1/2018,9
h98,h98_amaiella,5/1/2018,40
zop,zop_adumlao,5/1/2018,18
g10,g10_cjones,5/1/2018,14
g10,g10_cstrouthos,5/1/2018,18
0h2,0h2_nrajan,5/1/2018,29
pdu,pdu_splumer,5/1/2018,9
omd,omd_rhenry,5/1/2018,28
omd,omd_jcho,5/1/2018,45
cmt,cmt_omackenzie,5/1/2018,18
mei,mei_jciamillo,5/1/2018,20
ct1,ct1_jhiggins,5/1/2018,26
dct,dct_sjenkins,5/1/2018,7
lic,lic_psouth,5/1/2018,103
mln,mln_dzion,5/1/2018,10
hea,hea_echapman,5/1/2018,9
wrb,wrb_salpert1,5/1/2018,10
dig,dig_lmicheels,5/1/2018,6907
tim,tim_wlee,5/1/2018,18
kle,kle_kmaring1,5/1/2018,11
uvm,uvm_sjergens,5/1/2018,9
jgv,jgv_tealy1,5/1/2018,10
avn,avn_mcoble,5/1/2018,46
plx,plx_mmckinney,5/1/2018,18
mne,mne_kmandell,5/1/2018,27
vic,vic_ahuang,5/1/2018,9
trb,trb_dshelley2,5/1/2018,9
pmg,pmg_eimada,5/1/2018,10
med,med_dsutton1,5/1/2018,10
cre,cre_sjackson,5/1/2018,9
wum,wum_bantunes,5/1/2018,9
ggl,ggl_kprendiville,5/1/2018,50
glm,glm_eelder,5/1/2018,18
rku,rku_aburney,5/1/2018,9
36i,36i_jsmuckler,5/1/2018,20
hlt,hlt_pgauss,5/1/2018,9
mec,mec_jlaferlita,5/1/2018,12
mec,mec_kjohnson,5/1/2018,9
ope,ope_wbreslau,5/1/2018,2
cgu,cgu_kclarke,5/1/2018,18
plx,plx_jlukasik1,5/1/2018,9
zop,zop_jrice,5/1/2018,9
vz1,vz1_bvargas,5/1/2018,11
ggl,ggl_mmiravete,5/1/2018,28
oat,oat_cbozarth,5/1/2018,9
usi,usi_jramos,5/1/2018,9
oat,oat_mjoy,5/1/2018,202
inm,inm_fozoria,5/1/2018,87
via,via_cspiegel,5/1/2018,36
imt,imt_cherlihey,5/1/2018,11
dmd,dmd_jku,5/1/2018,18
skn,skn_wdrake,5/1/2018,211
tmi,tmi_ssissons,5/1/2018,9
apm,apm_bengelhart,5/1/2018,37
zif,zif_apivniouk,5/1/2018,9
jdt,jdt_gbewkes,5/1/2018,412
mxc,mxc_pgrey,5/1/2018,495
clr,clr_mbreslin,5/1/2018,9
cvk,cvk_areisner,5/1/2018,18
izo,izo_kkirk1,5/1/2018,9
mgr,mgr_jcallahan1,5/1/2018,2046
amp,amp_jramis,5/1/2018,24
csm,csm_ovormus,5/1/2018,9
dtr,dtr_gfleming,5/1/2018,10
mvv,mvv_ewong1,5/1/2018,9
mrd,mrd_ltaylor,5/1/2018,9
phd,phd_rsakamoto,5/1/2018,10
phd,phd_ccameron,5/1/2018,9
ham,ham_kfox,5/1/2018,38
sst,sst_isantiana,5/1/2018,19
inm,inm_agooden,5/1/2018,9
h95,h95_knelson,5/1/2018,9
mne,mne_jsimpson,5/1/2018,73
lny,lny_mforrest,5/1/2018,9
uko,uko_jforey,5/1/2018,5
kvk,kvk_jdevoe,5/1/2018,10
uvm,uvm_dloh,5/1/2018,27
tmi,tmi_sford,5/1/2018,10
mag,mag_jchawla,5/1/2018,48
bci,bci_dgiuseppe,5/1/2018,18
itc,itc_hrodiger,5/1/2018,330
cc0,cc0_vbrandolini,5/1/2018,9
0s8,0s8_bshaw,5/1/2018,23
wko,wko_adasilva,5/1/2018,9
zif,zif_avaughan,5/1/2018,39
hrz,hrz_kbautista,5/1/2018,9
wko,wko_gspendijian,5/1/2018,9
eby,eby_dmitchell,5/1/2018,11
usi,usi_rjayson,5/1/2018,56
msn,msn_sbalasubrama,5/1/2018,9
bey,bey_mdellacato,5/1/2018,10
ct5,ct5_slow,5/1/2018,18
oat,oat_adwyer,5/1/2018,763
jgv,jgv_ahiltzik,5/1/2018,10
bgm,bgm_gellis,5/1/2018,45
mdx,mdx_cvotteler,5/1/2018,9
lny,lny_kwade,5/1/2018,9
sbn,sbn_joliphant,5/1/2018,9
dmd,dmd_gkim,5/1/2018,18
mln,mln_fshamim,5/1/2018,72
fac,fac_llitton1,5/1/2018,9
mec,mec_asuskin,5/1/2018,52
dig,dig_ksherrill,5/1/2018,9
fdm,fdm_abain,5/1/2018,37
omd,omd_rnewsom,5/1/2018,17
cmo,cmo_sgovernale,5/1/2018,18
1lz,1lz_tmurphy,5/1/2018,10
st0,st0_knwanosike,5/1/2018,18
mln,mln_ablender,5/1/2018,9
cam,cam_rshannahan,5/1/2018,9
ned,ned_byim1,5/2/2018,18
amz,amz_fleborgne2,5/2/2018,9
cvm,cvm_rtovar,5/2/2018,9
con,con_ckostelic,5/2/2018,9
4tp,4tp_dtrivedi,5/2/2018,165
bgm,bgm_asmith,5/2/2018,9
k5c,k5c_bdemiguel,5/2/2018,40
15l,15l_sgaines,5/2/2018,9
tim,tim_jyoder,5/2/2018,14
oat,oat_mhelm,5/2/2018,134
con,con_jsung,5/2/2018,65
cpn,cpn_cspohrer,5/2/2018,17
cmt,cmt_omackenzie,5/2/2018,9
yoo,yoo_ehurley,5/2/2018,9
ttc,ttc_knarine,5/2/2018,9
hke,hke_tho,5/2/2018,9
bgm,bgm_asaretsky,5/2/2018,45
lin,lin_jnward,5/2/2018,9
inl,inl_sumi,5/2/2018,10
opt,opt_aphilips,5/2/2018,18
mei,mei_vto,5/2/2018,63
dmd,dmd_bwoitunski,5/2/2018,9
ttc,ttc_tbrancati,5/2/2018,14
amp,amp_jramis,5/2/2018,46
fd8,fd8_cdelariva,5/2/2018,9
h8o,h8o_jjones,5/2/2018,9
msn,msn_jdillemann,5/2/2018,47
g10,g10_jwatson,5/2/2018,29
ami,ami_ssaraceni,5/2/2018,35
mng,mng_rrisch,5/2/2018,114
skn,skn_agarrett,5/2/2018,9
sbn,sbn_jkirschner1,5/2/2018,10
zop,zop_adumlao,5/2/2018,9
zlo,zlo_kmiller,5/2/2018,9
hea,hea_sgladis,5/2/2018,11
ogm,ogm_sgulati,5/2/2018,9
aar,aar_mmatrika,5/2/2018,4
omd,omd_kbubb,5/2/2018,18
idp,idp_jisrael,5/2/2018,29
mom,mom_jbusky,5/2/2018,341
mne,mne_sknight,5/2/2018,18
plx,plx_srosman,5/2/2018,9
cgu,cgu_bburke,5/2/2018,9
trn,trn_csmith,5/2/2018,9
xmd,xmd_chang,5/2/2018,9
inm,inm_mrizzo,5/2/2018,3242
cfu,cfu_thung,5/2/2018,71
UVM,UVM_Jrandazzo,5/2/2018,12
es2,es2_tmariano,5/2/2018,9
yoo,yoo_jappelbaum,5/2/2018,23
cvm,cvm_lmckay,5/2/2018,9
zop,zop_cwertz,5/2/2018,61
mec,mec_mbove,5/2/2018,10
mei,mei_egouveia,5/2/2018,46
slb,slb_ecapellano,5/2/2018,19
izw,izw_tshaw,5/2/2018,9
hrz,hrz_mgibson,5/2/2018,11
twr,twr_landrade,5/2/2018,28
Aly,Aly_aphillips,5/2/2018,320
sp2,sp2_spopkin,5/2/2018,29
iws,iws_jbohn,5/2/2018,18
glm,glm_rglube,5/2/2018,18
itc,itc_kperez,5/2/2018,10
fdm,fdm_ktrumbour,5/2/2018,11
glm,glm_pchen,5/2/2018,9
cvm,cvm_pconversano,5/2/2018,9
tvp,tvp_jtorres,5/2/2018,9
atl,atl_dburt,5/2/2018,9
sui,sui_agordon,5/2/2018,2
g10,g10_nlambe,5/2/2018,10
con,con_eboldrick,5/2/2018,9
amz,amz_tcole,5/2/2018,9
mln,mln_jvidal,5/2/2018,9
ttc,ttc_jlemieux,5/2/2018,95
mne,mne_rbalancia,5/2/2018,295
3s4,3s4_adevleeschou,5/2/2018,9
ttr,ttr_mkisseberth,5/2/2018,28
oat,oat_mjoy,5/2/2018,27
s8r,s8r_dfreedman,5/2/2018,9
ctr,ctr_shong,5/2/2018,273
kro,kro_hmo,5/2/2018,21
oat,oat_twoods,5/2/2018,5
ham,ham_kfox,5/2/2018,9
lin,lin_ethio,5/2/2018,9
Rci,Rci_dlessons2,5/2/2018,9
i04,i04_jsanchez,5/2/2018,36
cfu,cfu_bbowhay,5/2/2018,9
mec,mec_asuskin,5/2/2018,51
40u,40u_shuskins,5/2/2018,9
i2c,i2c_jaddlestone,5/2/2018,313
mec,mec_epascassio2,5/2/2018,9
mln,mln_ahoelscher,5/2/2018,22
cmt,cmt_edesbois,5/2/2018,21
omd,omd_mklindt,5/2/2018,9
haw,haw_epuetz,5/2/2018,9
nwi,nwi_amaude,5/2/2018,18
glm,glm_eelder,5/2/2018,9
phc,phc_mnathan,5/2/2018,8
stv,stv_gmorales,5/2/2018,9
haw,haw_tchase,5/2/2018,9
mdc,mdc_nloomba,5/2/2018,10
new,new_awoo,5/2/2018,9
zop,zop_jthompson,5/2/2018,9
g8e,g8e_jmuse,5/2/2018,21
mat,mat_tstorm,5/2/2018,18
itc,itc_hrodiger,5/2/2018,18
phc,phc_kciemniecki,5/2/2018,9
eby,eby_bpradhanang,5/2/2018,19
tdm,tdm_kluby,5/2/2018,55
co1,co1_ssierralta,5/2/2018,9
mer,mer_acastrorodri,5/2/2018,9
zif,zif_kcepeda,5/2/2018,25
dut,dut_mhuberman,5/2/2018,11
mne,mne_krich1,5/2/2018,11
cgu,cgu_rparikh,5/2/2018,299
pdu,pdu_bkaufman,5/2/2018,9
zeu,zeu_dberry1,5/2/2018,17
ggl,ggl_tschar,5/2/2018,9
kuo,kuo_emontesgonza,5/2/2018,9
bei,bei_dgonzalez,5/2/2018,2
llr,llr_mkurosaki,5/2/2018,38
haw,haw_cjohnson,5/2/2018,9
cmt,cmt_iyoo,5/2/2018,9
bgm,bgm_gellis,5/2/2018,27
clr,clr_dshiffman,5/2/2018,11
pie,pie_smerriman,5/2/2018,9
g10,g10_aauyeung,5/2/2018,239
uvm,uvm_fgonzalez,5/2/2018,9
bgm,bgm_kbajaj,5/2/2018,9
fdm,fdm_abain,5/2/2018,69
yoo,yoo_btwisselman,5/2/2018,104
tmi,tmi_rmackafui,5/2/2018,9
stc,stc_rfishman,5/2/2018,201
cre,cre_sjackson,5/2/2018,36
j2m,j2m_ttvetbraaten,5/2/2018,9
itc,itc_dfutterman,5/2/2018,9
gma,gma_tnguyen10,5/2/2018,54
med,med_slincoln,5/2/2018,36
ggo,ggo_jmarques1,5/2/2018,18
gma,gma_etang1,5/2/2018,20
ipc,ipc_ttsaousi,5/2/2018,532
oue,oue_rmartin4,5/2/2018,18
chj,chj_jrak,5/2/2018,30
tim,tim_ngabriel,5/2/2018,9
veb,veb_msayed,5/2/2018,27
ope,ope_wbreslau,5/2/2018,3
gm5,gm5_kkiolbassa,5/2/2018,18
amz,amz_acampbell,5/2/2018,27
29h,29h_avoutilainen,5/2/2018,20
h6y,h6y_dfourthiza,5/2/2018,29
ggl,ggl_rkumarmishra,5/2/2018,9
gma,gma_skwok,5/2/2018,9
idp,idp_lsmetana,5/2/2018,10
Rge,Rge_kciccarelli,5/2/2018,1029
etw,etw_mcheng,5/2/2018,9
ggl,ggl_akarmakar,5/2/2018,18
cvm,cvm_tpurss,5/2/2018,60
dig,dig_ssullivan,5/2/2018,55
stc,stc_rsemente,5/2/2018,222
mec,mec_sdoherty,5/2/2018,10
sct,sct_nbouzari,5/2/2018,8
l62,l62_jboland,5/2/2018,117
amz,amz_rgrevstad,5/2/2018,10
mag,mag_jchawla,5/2/2018,209
edn,edn_mmiller,5/2/2018,26
fac,fac_lwang,5/2/2018,10
mln,mln_sturner,5/2/2018,36
mcr,mcr_ekuchera,5/2/2018,25
4tm,4tm_bfisher,5/2/2018,9
atl,atl_jlauf1,5/2/2018,27
jgv,jgv_kmendoza,5/2/2018,9
oat,oat_ahitchins,5/2/2018,9
omd,omd_awaite,5/2/2018,18
dut,dut_ncecere,5/2/2018,9
hge,hge_lcaballero,5/2/2018,9
zop,zop_rgasser,5/2/2018,9
msn,msn_pschmidt,5/2/2018,18
slb,slb_ascaciota,5/2/2018,9
mod,mod_gabbate,5/2/2018,9
Crb,Crb_cleaes,5/2/2018,18
pmg,pmg_eimada,5/2/2018,38
via,via_sramirez1,5/2/2018,9
sp2,sp2_aluna,5/2/2018,9
kso,kso_mpires,5/2/2018,18
cfu,cfu_jlam,5/2/2018,18
mex,mex_dbrauer,5/2/2018,18
oat,oat_mkelley,5/2/2018,6
plx,plx_lswayne,5/2/2018,80
vcm,vcm_msantini,5/2/2018,10
gma,gma_cliew1,5/2/2018,9
ct5,ct5_slow,5/2/2018,37
idp,idp_cperreault,5/2/2018,223
twr,twr_jcroucier,5/2/2018,47
uvm,uvm_epearson,5/2/2018,31
ggl,ggl_sgujral,5/2/2018,15
nmx,nmx_mgalvis,5/2/2018,20
hge,hge_akooner,5/2/2018,9
cfu,cfu_lcorbeill,5/2/2018,41
hlt,hlt_rhutto,5/2/2018,365
alt,alt_hzul,5/2/2018,36
cae,cae_mdsouza,5/2/2018,17
3bu,3bu_zconnett,5/2/2018,17
gma,gma_stan6,5/2/2018,9
mln,mln_rsheridan,5/2/2018,40
sp2,sp2_jhales,5/2/2018,9
mec,mec_aoballe,5/2/2018,10
cwi,cwi_jstewart,5/2/2018,75
8ds,8ds_mbasilico,5/2/2018,10
bgm,bgm_swilsonchapi,5/2/2018,18
mln,mln_raustin,5/2/2018,120
cmt,cmt_rmehta2,5/2/2018,9
omd,omd_pingram1,5/2/2018,27
stc,stc_qli,5/2/2018,9
hrz,hrz_jhouston,5/2/2018,9
idp,idp_hlezak,5/2/2018,1458
oat,oat_skonkel,5/2/2018,80
rku,rku_aburney,5/2/2018,36
dmd,dmd_jku,5/2/2018,9
gan,gan_bdyer,5/2/2018,27
twr,twr_sshi,5/2/2018,9
chj,chj_grichards,5/2/2018,30
tdm,tdm_tmaglio,5/2/2018,10
oat,oat_jwhiteley,5/2/2018,10
gh1,gh1_jrhodes,5/2/2018,9
gma,gma_syew,5/2/2018,119
uos,uos_dpereira,5/2/2018,10
yoo,yoo_aselby,5/2/2018,9
ap0,ap0_tlovasen,5/2/2018,92
mec,mec_laznarezaldu,5/2/2018,9
imt,imt_jross,5/2/2018,9
bgm,bgm_jmorissette,5/2/2018,27
csa,csa_sdawit,5/2/2018,69
pbz,pbz_ecarter,5/2/2018,76
h8o,h8o_jgreenberg,5/2/2018,30
sau,sau_jlaatikainen,5/2/2018,9
uvm,uvm_oberbercaru,5/2/2018,51
g8a,g8a_mthamani,5/2/2018,36
pan,pan_cbyrne,5/2/2018,9
ggl,ggl_akittrell,5/2/2018,49
vic,vic_dseth,5/2/2018,33
mgr,mgr_egreenhalge,5/2/2018,36
via,via_ameier,5/2/2018,89
ggl,ggl_mmiravete,5/2/2018,57
cfu,cfu_ckline,5/2/2018,11
cmt,cmt_avisoky,5/2/2018,224
gma,gma_kcheevawatta,5/2/2018,2
omd,omd_apearlson,5/2/2018,27
idp,idp_kcervantes,5/2/2018,18
via,via_nickpress44,5/2/2018,46
cgu,cgu_ksullivan,5/2/2018,54
dut,dut_dsierra,5/2/2018,9
dsu,dsu_pyang1,5/2/2018,9
1hk,1hk_ejames,5/2/2018,1038
nyp,nyp_skempadoo,5/2/2018,18
gbo,gbo_fpadovani,5/2/2018,9
gma,gma_sgupta2,5/2/2018,82
hrz,hrz_triemer,5/2/2018,77
gs1,gs1_cfarmakis,5/2/2018,20
stc,stc_coconnor2,5/2/2018,162
lic,lic_psouth,5/2/2018,20
alt,alt_cwee,5/2/2018,9
na3,na3_bsteger,5/2/2018,38
mhe,mhe_kgrady1,5/2/2018,9
r7p,r7p_lsilva,5/2/2018,10
sbn,sbn_joliphant,5/2/2018,45
gm3,gm3_jlee1,5/2/2018,9
zop,zop_ayaregal,5/2/2018,9
phd,phd_jbourdeau,5/2/2018,9
tim,tim_zbarton,5/2/2018,9
cc0,cc0_nhardy,5/2/2018,3
itc,itc_lgender,5/2/2018,49
mcu,mcu_mwinter,5/2/2018,54
s8r,s8r_powen,5/2/2018,9
pmg,pmg_Bzimmerman,5/2/2018,928
sp2,sp2_rmagudia,5/2/2018,27
fia,fia_esantos,5/2/2018,9
vcm,vcm_rroyce,5/2/2018,76
wme,wme_sdana,5/2/2018,18
spm,spm_bkelvinnuris,5/3/2018,18
irm,irm_emorata,5/3/2018,11
twr,twr_bmullins,5/3/2018,10
yoo,yoo_btwisselman,5/3/2018,50
lny,lny_kwade,5/3/2018,9
dsc,dsc_rborelli,5/3/2018,10
dmd,dmd_jku,5/3/2018,19
tdm,tdm_kluby,5/3/2018,9
fna,fna_mfaria,5/3/2018,9
zif,zif_kcepeda,5/3/2018,11
wmg,wmg_jborrelli,5/3/2018,9
ctr,ctr_kkauzlarich,5/3/2018,54
cfu,cfu_khall,5/3/2018,9
zeu,zeu_dberry1,5/3/2018,17
mec,mec_msafontvaler,5/3/2018,28
sp2,sp2_irosaeg,5/3/2018,10
tim,tim_ysangweni,5/3/2018,221
idp,idp_lsmetana,5/3/2018,15
sjp,sjp_colson,5/3/2018,9
Gpw,Gpw_vgota,5/3/2018,7104
zeu,zeu_cvaldes,5/3/2018,51
haw,haw_esmith,5/3/2018,1
c82,c82_ecruz,5/3/2018,9
nwi,nwi_jjohnson,5/3/2018,9
mcr,mcr_ekuchera,5/3/2018,227
g10,g10_calix,5/3/2018,9
yoo,yoo_aselby,5/3/2018,28
uvm,uvm_jossa,5/3/2018,38
wkn,wkn_jzisa,5/3/2018,9
mec,mec_mhenry,5/3/2018,26
csm,csm_alemieux,5/3/2018,9
inl,inl_agarcia,5/3/2018,9
gma,gma_slin1,5/3/2018,9
gan,gan_tolson,5/3/2018,10
dmd,dmd_mpavao,5/3/2018,36
msn,msn_ktaylor1,5/3/2018,9
itc,itc_Lwhitehill1,5/3/2018,9
rku,rku_esmith,5/3/2018,37
93a,93a_mmelendez,5/3/2018,38
idp,idp_cperreault,5/3/2018,9
csm,csm_jmercier,5/3/2018,10
pfj,pfj_jweed,5/3/2018,18
idp,idp_mhabib,5/3/2018,28
3s4,3s4_khsing,5/3/2018,9
bgm,bgm_asmith,5/3/2018,9
msn,msn_jdillemann,5/3/2018,28
mng,mng_dpetty,5/3/2018,10
opx,opx_asharma,5/3/2018,9
pie,pie_smerriman,5/3/2018,9
gm3,gm3_ipahlavi,5/3/2018,19
mec,mec_kwang,5/3/2018,475
oat,oat_lmatyja,5/3/2018,9
g10,g10_rvandriel,5/3/2018,85
cvm,cvm_rkelly,5/3/2018,54
sp2,sp2_cmason,5/3/2018,9
msn,msn_dbetz,5/3/2018,36
phd,phd_farmata,5/3/2018,11
rci,rci_ndansoh,5/3/2018,29
idp,idp_kcervantes,5/3/2018,9
uvm,uvm_sstanley,5/3/2018,20
alp,alp_rberaldo,5/3/2018,9
vcm,vcm_msantini,5/3/2018,18
mhe,mhe_kgrady1,5/3/2018,74
pbz,pbz_pmeshberg,5/3/2018,19
sp2,sp2_cyosowitz,5/3/2018,9
amz,amz_akutsy,5/3/2018,62
w3h,w3h_fmartins,5/3/2018,9
mln,mln_raustin,5/3/2018,18
glx,glx_dfrye,5/3/2018,9
g10,g10_awolch,5/3/2018,9
wkn,wkn_egraham,5/3/2018,9
nsk,nsk_jkong,5/3/2018,13
oat,oat_adwyer,5/3/2018,27
trb,trb_eweinger,5/3/2018,58
s8r,s8r_dfreedman,5/3/2018,9
oat,oat_leyre,5/3/2018,9
yoo,yoo_psalazar,5/3/2018,11
1hk,1hk_apark,5/3/2018,64
bey,bey_asreenivasan,5/3/2018,1407
idp,idp_lmeyer,5/3/2018,47
pdu,pdu_jgray,5/3/2018,9
sbn,sbn_jkirschner1,5/3/2018,38
lop,lop_ecamargo,5/3/2018,435
bey,bey_jpaskalides,5/3/2018,55
xmd,xmd_chang,5/3/2018,9
lft,lft_jkleinman,5/3/2018,18
rpi,rpi_rthai,5/3/2018,37
a14,a14_cwang,5/3/2018,18
07w,07w_tjang,5/3/2018,64
syn,syn_mleardini,5/3/2018,19
lby,lby_brosenthal,5/3/2018,9
idx,idx_stalwar,5/3/2018,9
mne,mne_amcclure,5/3/2018,862
mec,mec_cchwatt,5/3/2018,9
omd,omd_moneil1,5/3/2018,1284
uvm,uvm_bhoffman1,5/3/2018,9
aat,aat_bbonner,5/3/2018,48
oat,oat_cmiller3,5/3/2018,62
rda,rda_manderson,5/3/2018,9
h6s,h6s_mmcginnis,5/3/2018,9
cc0,cc0_nhardy,5/3/2018,23
twr,twr_rturnbull,5/3/2018,9
mne,mne_krich1,5/3/2018,10
haw,haw_dcharles,5/3/2018,36
stv,stv_sshier,5/3/2018,9
r7p,r7p_lsilva,5/3/2018,9
gin,gin_nli,5/3/2018,9
gpw,gpw_habad1,5/3/2018,9
gpw,gpw_lpetrovic,5/3/2018,28
mln,mln_rdickerman,5/3/2018,9
glm,glm_mperez,5/3/2018,44
ggl,ggl_lsowa,5/3/2018,39
uvm,uvm_jmontenegro,5/3/2018,10
zif,zif_apivniouk,5/3/2018,9
mne,mne_jbrown,5/3/2018,5005
imt,imt_mmruck,5/3/2018,11
ttc,ttc_knarine,5/3/2018,18
nwi,nwi_ssales,5/3/2018,9
cgu,cgu_rparikh,5/3/2018,90
med,med_clockett2,5/3/2018,9
con,con_stchatchouan,5/3/2018,9
twr,twr_jseroka,5/3/2018,9
mln,mln_mblaser,5/3/2018,9
trn,trn_jsimpson,5/3/2018,10
sp2,sp2_jhuybrechts,5/3/2018,10
ami,ami_ssaraceni,5/3/2018,1
yoo,yoo_jgray,5/3/2018,12
yoo,yoo_aholt,5/3/2018,9
gnm,gnm_clombardi3,5/3/2018,19
cre,cre_sjackson,5/3/2018,9
bei,bei_dgonzalez,5/3/2018,63
Pb3,Pb3_mgiraldez,5/3/2018,9
tgn,tgn_bmazzier,5/3/2018,54
hge,hge_jpark,5/3/2018,10
ctc,ctc_cbrousseau,5/3/2018,32
gbo,gbo_fmendes,5/3/2018,9
izo,izo_kkirk1,5/3/2018,9
nwi,nwi_wmaclean,5/3/2018,111
skn,skn_pguelton,5/3/2018,9
lin,lin_imranialaoui,5/3/2018,9
stc,stc_rfishman,5/3/2018,355
no8,no8_gegedius,5/3/2018,9
con,con_ckostelic,5/3/2018,9
g10,g10_pdsilva,5/3/2018,10
ggl,ggl_sjindal,5/3/2018,18
ope,ope_ewright,5/3/2018,23
119,119_TVarey,5/3/2018,10
oes,oes_sramon,5/3/2018,2
gpp,gpp_gcastellanos,5/3/2018,27
gpw,gpw_nlopez,5/3/2018,57
gma,gma_xgoh,5/3/2018,18
dsu,dsu_swong,5/3/2018,33
ope,ope_rmay,5/3/2018,506
sp5,sp5_cgarcia,5/3/2018,9
cuk,cuk_sminervini,5/3/2018,434
4tp,4tp_dtrivedi,5/3/2018,9
mec,mec_tkushner,5/3/2018,9
gua,gua_dprovidence,5/3/2018,9
uko,uko_bsampson,5/3/2018,85
etw,etw_mcheng,5/3/2018,9
isx,isx_tmmx2,5/3/2018,9
l5z,l5z_iquejada,5/3/2018,19295
ggl,ggl_ajain3,5/3/2018,9
rku,rku_tvernon,5/3/2018,92
nym,nym_dhallac,5/3/2018,9
cwi,cwi_jstewart,5/3/2018,9
bey,bey_anathanson,5/3/2018,18
mei,mei_neve,5/3/2018,10
sp2,sp2_gfullam,5/3/2018,9
bgm,bgm_asaretsky,5/3/2018,18
j3z,j3z_bmendez,5/3/2018,18
amz,amz_ehopkins,5/3/2018,9
itc,itc_kperez,5/3/2018,9
amz,amz_dhay,5/3/2018,36
amz,amz_mazzarone,5/3/2018,9
ggl,ggl_ngaur,5/3/2018,9
Haw,Haw_devans,5/3/2018,523
iyx,iyx_abinder,5/3/2018,9
ggl,ggl_mkaur,5/3/2018,9
ctc,ctc_lmurretlabar,5/3/2018,9
hrz,hrz_ilee,5/3/2018,9
tmi,tmi_mboskey,5/3/2018,18
omc,omc_rricchio,5/3/2018,10
cw1,cw1_jnewbury,5/3/2018,18
w3h,w3h_cyuki,5/3/2018,9
40u,40u_ejohnson,5/3/2018,18
omd,omd_vtaveras,5/3/2018,29
cae,cae_jwilliams,5/3/2018,48
kso,kso_mpires,5/3/2018,9
gpw,gpw_jarranz,5/3/2018,9
mln,mln_sturner,5/3/2018,10
1pe,1pe_mmisra,5/3/2018,2
g10,g10_sfreeman,5/3/2018,9
tgn,tgn_tmullick,5/3/2018,9
na3,na3_bsteger,5/3/2018,9
oat,oat_ahitchins,5/3/2018,33
jgv,jgv_rmiller1,5/3/2018,9
kno,kno_grossi,5/3/2018,9
cmt,cmt_bfitzpatrick,5/3/2018,9
cvm,cvm_rbathia,5/3/2018,9
mec,mec_lgreene,5/3/2018,9
gma,gma_adavitri,5/3/2018,30
rar,rar_npaymer,5/3/2018,19
mne,mne_jconnell,5/3/2018,9
amz,amz_sschaefer,5/3/2018,9
edn,edn_dstockinger,5/3/2018,9
51h,51h_klee,5/3/2018,9
sjp,sjp_sfarland,5/3/2018,9
mec,mec_aveenendaal,5/3/2018,9
mdx,mdx_ebogris,5/3/2018,46
anp,anp_aesteban,5/3/2018,131
mec,mec_laust,5/3/2018,9
cvm,cvm_hhunter,5/3/2018,85
amz,amz_rgrassi,5/3/2018,9
mag,mag_mtrent,5/3/2018,10
med,med_sronald,5/3/2018,9
g8e,g8e_jmuse,5/3/2018,32
hlt,hlt_pgauss,5/3/2018,9
cmt,cmt_rmehta2,5/3/2018,18
ctc,ctc_mlara,5/3/2018,9
opt,opt_rbien,5/3/2018,18
ggl,ggl_mmiravete,5/3/2018,163
mdx,mdx_cvotteler,5/3/2018,9
ttc,ttc_elang,5/3/2018,247
nuc,nuc_sharrison,5/3/2018,24
prp,prp_bkieser,5/3/2018,9
ctc,ctc_rchung,5/3/2018,19
ctc,ctc_jcharest,5/3/2018,10
vcm,vcm_mbrown1,5/3/2018,19
itc,itc_dfutterman,5/3/2018,9
oal,oal_lrodriguez,5/3/2018,9
sp2,sp2_rwasenmuller,5/3/2018,10
inl,inl_jvargas,5/3/2018,33
gma,gma_ctang3,5/3/2018,20
gbo,gbo_egrossi,5/3/2018,10
36i,36i_aaneja,5/3/2018,9
mec,mec_jlaferlita,5/3/2018,18
ggl,ggl_akittrell,5/3/2018,138
ctc,ctc_lsinclair,5/3/2018,9
wik,wik_spiereman,5/3/2018,9
eby,eby_hwilson,5/3/2018,12
lin,lin_nkroshus,5/3/2018,36
mcu,mcu_jfazende,5/3/2018,130
xmd,xmd_jkim,5/3/2018,10
l24,l24_rliuag,5/3/2018,9
pdu,pdu_bramesh,5/3/2018,11
ptm,ptm_charesnape,5/3/2018,18
nym,nym_mdiaz,5/3/2018,29
bgm,bgm_jmorissette,5/3/2018,45
at3,at3_rvara,5/3/2018,2
gma,gma_stan6,5/3/2018,10
gbo,gbo_fpadovani,5/3/2018,18
ebc,ebc_ckowalewski,5/3/2018,9
skn,skn_agarrett,5/3/2018,9
wse,wse_dnash,5/3/2018,93
kuo,kuo_vmartinez,5/3/2018,85
mag,mag_jchawla,5/3/2018,74
sp2,sp2_mlathwood,5/3/2018,9
izw,izw_ddryburgh,5/3/2018,9
cvm,cvm_stapfer,5/3/2018,13
22l,22l_ekartastenp1,5/3/2018,18
zif,zif_lfilipek,5/3/2018,233
gms,gms_tjain,5/3/2018,17
mng,mng_rrisch,5/3/2018,9
spm,spm_vmanamohan,5/3/2018,9
no8,no8_alahmidi,5/3/2018,9
jgv,jgv_ahiltzik,5/3/2018,1
ttc,ttc_jriche,5/3/2018,10
stc,stc_mguzik,5/3/2018,641
gma,gma_awong3,5/3/2018,9
